vessel_record_id,ssvid,n_shipname,n_callsign,imo,flag,authorized_from,authorized_to,source_code
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,SURUGA1,H3OD,9109263,PAN,2017-11-29 00:00:00 UTC,2017-12-07 00:00:00 UTC,IATTC
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,BAOWIN,H3OD,9109263,PAN,2018-09-12 00:00:00 UTC,2018-12-13 00:00:00 UTC,IATTC
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,BAOWIN,H3OD,9109263,PAN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,BAOWIN,H3OD,9109263,PAN,2019-04-30 00:00:00 UTC,2022-07-01 00:00:00 UTC,ICCAT
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,SURUGA1,H3OD,9109263,PAN,2019-05-14 00:00:00 UTC,2022-04-19 00:00:00 UTC,ICCAT
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,SURUGA1,H3OD,9109263,PAN,2012-01-01 00:00:00 UTC,2012-07-31 00:00:00 UTC,IOTC
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,BAOWIN,H3OD,9109263,PAN,2018-04-30 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,BAOWIN,H3OD,9109263,PAN,2020-05-12 00:00:00 UTC,2020-11-01 00:00:00 UTC,NPFC
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,BAOWIN,H3OD,9109263,PAN,2018-08-22 00:00:00 UTC,2022-07-01 00:00:00 UTC,SPRFMO
FFA-35793|IATTC-140|ICCAT-AT000PAN00249|IMO-9109263|IOTC-8449|NPFC-1505|PAN-29130-PEXT-3|WCPFC-9217,356065000,BAOWIN,H3OD,9109263,PAN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35794|IMO-9189691|WCPFC-5031,576375000,TANGAROA,YJVJ6,9189691,VUT,2012-01-01 00:00:00 UTC,2014-09-17 00:00:00 UTC,FFA
FFA-35794|IMO-9189691|WCPFC-5031,576375000,TANGAROA,YJVJ6,9189691,VUT,2012-01-01 00:00:00 UTC,2014-04-09 01:37:22 UTC,WCPFC
FFA-35798|IATTC-4477|ICCAT-AT000CHN00102|IMO-9016088|WCPFC-4872,412370006,HAISHANG28,BIWI,9016088,CHN,2012-01-01 00:00:00 UTC,2016-07-10 00:00:00 UTC,FFA
FFA-35798|IATTC-4477|ICCAT-AT000CHN00102|IMO-9016088|WCPFC-4872,412370006,HAISHANG28,BIWI,9016088,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35798|IATTC-4477|ICCAT-AT000CHN00102|IMO-9016088|WCPFC-4872,412370006,HAISHANG28,BIWI,9016088,CHN,2016-01-12 00:00:00 UTC,2022-07-01 00:00:00 UTC,ICCAT
FFA-35798|IATTC-4477|ICCAT-AT000CHN00102|IMO-9016088|WCPFC-4872,412370006,HAISHANG28,BIWI,9016088,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35800|IATTC-4481|IMO-9009035|WCPFC-4875,412370007,HAISHANG38,BIWJ,9009035,CHN,2012-01-01 00:00:00 UTC,2018-04-28 00:00:00 UTC,FFA
FFA-35800|IATTC-4481|IMO-9009035|WCPFC-4875,412370007,HAISHANG38,BIWJ,9009035,CHN,2019-05-27 00:00:00 UTC,2020-05-01 00:00:00 UTC,FFA
FFA-35800|IATTC-4481|IMO-9009035|WCPFC-4875,412370007,HAISHANG38,BIWJ,9009035,CHN,2020-08-31 00:00:00 UTC,2021-08-01 00:00:00 UTC,FFA
FFA-35800|IATTC-4481|IMO-9009035|WCPFC-4875,412370007,HAISHANG38,BIWJ,9009035,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35800|IATTC-4481|IMO-9009035|WCPFC-4875,412370007,HAISHANG38,BIWJ,9009035,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35801|IATTC-4409|ICCAT-AT000CHN00103|IMO-9019963|WCPFC-4873,412370008,HAISHANG58,BIWK,9019963,CHN,2012-01-01 00:00:00 UTC,2016-07-10 00:00:00 UTC,FFA
FFA-35801|IATTC-4409|ICCAT-AT000CHN00103|IMO-9019963|WCPFC-4873,412370008,HAISHANG58,BIWK,9019963,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35801|IATTC-4409|ICCAT-AT000CHN00103|IMO-9019963|WCPFC-4873,412370008,HAISHANG58,BIWK,9019963,CHN,2016-01-12 00:00:00 UTC,2022-07-01 00:00:00 UTC,ICCAT
FFA-35801|IATTC-4409|ICCAT-AT000CHN00103|IMO-9019963|WCPFC-4873,412370008,HAISHANG58,BIWK,9019963,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35803|IMO-9524853|WCPFC-1906,432685000,FUKUICHIMARU83,7JEG,9524853,JPN,2012-01-01 00:00:00 UTC,2018-04-28 00:00:00 UTC,FFA
FFA-35803|IMO-9524853|WCPFC-1906,432685000,FUKUICHIMARU83,7JEG,9524853,JPN,2019-01-07 00:00:00 UTC,2022-06-30 00:00:00 UTC,FFA
FFA-35803|IMO-9524853|WCPFC-1906,432685000,FUKUICHIMARU83,7JEG,9524853,JPN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404420,ZHOUYUANYU202,BZ6UM,8797386,CHN,2012-01-01 00:00:00 UTC,2013-07-09 00:00:00 UTC,FFA
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404430,ZHOUYUANYU202,BZ7UM,8797386,CHN,2012-01-01 00:00:00 UTC,2013-07-09 00:00:00 UTC,FFA
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404420,ZHOUYUANYU202,BZ6UM,8797386,CHN,2019-07-31 00:00:00 UTC,2022-07-01 00:00:00 UTC,FFA
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404430,ZHOUYUANYU202,BZ7UM,8797386,CHN,2019-07-31 00:00:00 UTC,2022-07-01 00:00:00 UTC,FFA
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404420,ZHOUYUANYU202,BZ6UM,8797386,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404430,ZHOUYUANYU202,BZ7UM,8797386,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404420,ZHOUYUANYU202,BZ6UM,8797386,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35805|IATTC-13637|IMO-8797386|WCPFC-5942,413404430,ZHOUYUANYU202,BZ7UM,8797386,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35806|IMO-8656192|WCPFC-4600,413501950,GUIYUANYU60001,BZWZ32,8656192,CHN,2012-01-01 00:00:00 UTC,2017-07-21 00:00:00 UTC,FFA
FFA-35806|IMO-8656192|WCPFC-4600,413501950,GUIYUANYU60001,BZWZ32,8656192,CHN,2019-02-09 00:00:00 UTC,2020-01-09 00:00:00 UTC,FFA
FFA-35806|IMO-8656192|WCPFC-4600,413501950,GUIYUANYU60001,BZWZ32,8656192,CHN,2020-09-10 00:00:00 UTC,2021-09-01 00:00:00 UTC,FFA
FFA-35806|IMO-8656192|WCPFC-4600,413501950,GUIYUANYU60001,BZWZ32,8656192,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270220,JINSHENG1,BZZX6,9020819,CHN,2012-01-01 00:00:00 UTC,2017-07-08 00:00:00 UTC,FFA
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270430,JINSHENG1,BZZX6,9020819,CHN,2012-01-01 00:00:00 UTC,2017-07-08 00:00:00 UTC,FFA
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270220,JINSHENG1,BZZX6,9020819,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270430,JINSHENG1,BZZX6,9020819,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270220,JINSHENG1,BZZX6,9020819,CHN,2016-10-09 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270430,JINSHENG1,BZZX6,9020819,CHN,2016-10-09 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270220,JINSHENG1,BZZX6,9020819,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35807|IATTC-4563|IMO-9020819|IOTC-1648|WCPFC-9009,413270430,JINSHENG1,BZZX6,9020819,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35808|IATTC-4921|ICCAT-AT000CHN00122|IMO-9105281|IOTC-1250|WCPFC-4594,413270430,JINSHENG2,BZZX8,9105281,CHN,2012-01-01 00:00:00 UTC,2017-07-03 00:00:00 UTC,FFA
FFA-35808|IATTC-4921|ICCAT-AT000CHN00122|IMO-9105281|IOTC-1250|WCPFC-4594,413270430,JINSHENG2,BZZX8,9105281,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35808|IATTC-4921|ICCAT-AT000CHN00122|IMO-9105281|IOTC-1250|WCPFC-4594,413270430,JINSHENG2,BZZX8,9105281,CHN,2022-04-11 00:00:00 UTC,2022-07-01 00:00:00 UTC,ICCAT
FFA-35808|IATTC-4921|ICCAT-AT000CHN00122|IMO-9105281|IOTC-1250|WCPFC-4594,413270430,JINSHENG2,BZZX8,9105281,CHN,2016-10-09 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35808|IATTC-4921|ICCAT-AT000CHN00122|IMO-9105281|IOTC-1250|WCPFC-4594,413270430,JINSHENG2,BZZX8,9105281,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35810|IATTC-9437|IMO-8676049|IOTC-741|WCPFC-106,413011000,JINGYUAN903,BZZT3,8676049,CHN,2014-07-21 00:00:00 UTC,2016-07-20 00:00:00 UTC,FFA
FFA-35810|IATTC-9437|IMO-8676049|IOTC-741|WCPFC-106,413011000,JINGYUAN903,BZZT3,8676049,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35810|IATTC-9437|IMO-8676049|IOTC-741|WCPFC-106,413011000,JINGYUAN903,BZZT3,8676049,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35817|IMO-8781595|TWN-CT4-2939|WCPFC-5399,416214600,CHANGYING69,BJ4939,8781595,TWN,2012-01-01 00:00:00 UTC,2012-06-30 00:00:00 UTC,FFA
FFA-35817|IMO-8781595|TWN-CT4-2939|WCPFC-5399,416214600,CHANGYING69,BJ4939,8781595,TWN,2017-01-01 00:00:00 UTC,2019-01-31 00:00:00 UTC,IOTC
FFA-35817|IMO-8781595|TWN-CT4-2939|WCPFC-5399,416214600,CHENGQINGFENG368,BJ4939,8781595,TWN,2018-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35817|IMO-8781595|TWN-CT4-2939|WCPFC-5399,416214600,CHENGQINGFENG368,BJ4939,8781595,TWN,2012-01-01 00:00:00 UTC,2020-03-04 02:33:45 UTC,WCPFC
FFA-35818|IMO-8782484|TWN-CT4-2841|WCPFC-3869,416002628,CHAANYING,BJ4841,8782484,TWN,2012-01-01 00:00:00 UTC,2012-06-30 00:00:00 UTC,FFA
FFA-35818|IMO-8782484|TWN-CT4-2841|WCPFC-3869,416002628,CHAANYING,BJ4841,8782484,TWN,2018-11-30 00:00:00 UTC,2019-11-01 00:00:00 UTC,FFA
FFA-35818|IMO-8782484|TWN-CT4-2841|WCPFC-3869,416002628,CHAANYING,BJ4841,8782484,TWN,2017-01-01 00:00:00 UTC,2019-01-31 00:00:00 UTC,IOTC
FFA-35818|IMO-8782484|TWN-CT4-2841|WCPFC-3869,416002628,CHAANYING,BJ4841,8782484,TWN,2020-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35818|IMO-8782484|TWN-CT4-2841|WCPFC-3869,416002628,CHAANYING,BJ4841,8782484,TWN,2012-01-01 00:00:00 UTC,2020-03-03 07:17:30 UTC,WCPFC
FFA-35821|IATTC-15518|IMO-8791241|TWN-CT4-2932|WCPFC-5215,416195900,MANYIFENG66,BJ4932,8791241,TWN,2014-05-21 00:00:00 UTC,2015-05-20 00:00:00 UTC,FFA
FFA-35821|IATTC-15518|IMO-8791241|TWN-CT4-2932|WCPFC-5215,416195900,MANYIFENG66,BJ4932,8791241,TWN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35821|IATTC-15518|IMO-8791241|TWN-CT4-2932|WCPFC-5215,416195900,MANYIFENG66,BJ4932,8791241,TWN,2017-01-01 00:00:00 UTC,2019-01-31 00:00:00 UTC,IOTC
FFA-35821|IATTC-15518|IMO-8791241|TWN-CT4-2932|WCPFC-5215,416195900,MANYIFENG66,BJ4932,8791241,TWN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35823|IMO-8786179|TWN-CT4-3020|WCPFC-4907,416003874,FUBON66,BJ5020,8786179,TWN,2017-02-20 00:00:00 UTC,2018-02-19 00:00:00 UTC,FFA
FFA-35823|IMO-8786179|TWN-CT4-3020|WCPFC-4907,416003874,FUBON66,BJ5020,8786179,TWN,2019-06-19 00:00:00 UTC,2020-06-01 00:00:00 UTC,FFA
FFA-35823|IMO-8786179|TWN-CT4-3020|WCPFC-4907,416003874,FUBON66,BJ5020,8786179,TWN,2017-01-01 00:00:00 UTC,2019-01-31 00:00:00 UTC,IOTC
FFA-35823|IMO-8786179|TWN-CT4-3020|WCPFC-4907,416003874,FUBON66,BJ5020,8786179,TWN,2012-01-01 00:00:00 UTC,2020-04-01 00:00:00 UTC,WCPFC
FFA-35823|IMO-8786179|TWN-CT4-3020|WCPFC-4907,416003874,JINFUFONG,BJ5020,8786179,TWN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35826|IMO-8777702|TWN-CT4-3021|WCPFC-9085,416230600,DESHENGFA3,BJ5021,,TWN,2012-01-01 00:00:00 UTC,2017-09-16 00:00:00 UTC,FFA
FFA-35826|IMO-8777702|TWN-CT4-3021|WCPFC-9085,416230600,YUSHUN8,BJ5021,8777702,TWN,2019-08-06 00:00:00 UTC,2020-06-01 00:00:00 UTC,FFA
FFA-35826|IMO-8777702|TWN-CT4-3021|WCPFC-9085,416230600,DESHENGFA3,BJ5021,,TWN,2017-01-01 00:00:00 UTC,2018-01-31 00:00:00 UTC,IOTC
FFA-35826|IMO-8777702|TWN-CT4-3021|WCPFC-9085,416230600,YUSHUN8,BJ5021,8777702,TWN,2017-01-01 00:00:00 UTC,2019-01-31 00:00:00 UTC,IOTC
FFA-35826|IMO-8777702|TWN-CT4-3021|WCPFC-9085,416230600,YUSHUN8,BJ5021,8777702,TWN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35827|IMO-8319055|PAN-33110-07-B|WCPFC-9208,372594000,EUROSTAR,3EJQ3,8319055,PAN,2012-01-01 00:00:00 UTC,2018-04-28 00:00:00 UTC,FFA
FFA-35827|IMO-8319055|PAN-33110-07-B|WCPFC-9208,372594000,EUROSTAR,3EJQ3,8319055,PAN,2019-07-26 00:00:00 UTC,2022-07-01 00:00:00 UTC,FFA
FFA-35827|IMO-8319055|PAN-33110-07-B|WCPFC-9208,372594000,EUROSTAR,3EJQ3,8319055,PAN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35828|IATTC-7091|IMO-8653463|IOTC-645|WCPFC-136,412989000,XINSHIJI37,BZUY8,8653463,CHN,2012-01-01 00:00:00 UTC,2012-08-11 00:00:00 UTC,FFA
FFA-35828|IATTC-7091|IMO-8653463|IOTC-645|WCPFC-136,412989000,XINSHIJI37,BZUY8,8653463,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35828|IATTC-7091|IMO-8653463|IOTC-645|WCPFC-136,412989000,XINSHIJI37,BZUY8,8653463,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35828|IATTC-7091|IMO-8653463|IOTC-645|WCPFC-136,412989000,XINSHIJI37,BZUY8,8653463,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35829|IATTC-13766|IMO-8653542|IOTC-832|WCPFC-139,412695670,XINSHIJI82,BZVY5,8653542,CHN,2012-01-01 00:00:00 UTC,2012-11-02 00:00:00 UTC,FFA
FFA-35829|IATTC-13766|IMO-8653542|IOTC-832|WCPFC-139,412695670,XINSHIJI82,BZVY5,8653542,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35829|IATTC-13766|IMO-8653542|IOTC-832|WCPFC-139,412695670,XINSHIJI82,BZVY5,8653542,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35829|IATTC-13766|IMO-8653542|IOTC-832|WCPFC-139,412695670,XINSHIJI82,BZVY5,8653542,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35830|IATTC-13765|IMO-8653554|IOTC-830|WCPFC-141,412695690,XINSHIJI85,BZVY7,8653554,CHN,2012-01-01 00:00:00 UTC,2012-11-01 00:00:00 UTC,FFA
FFA-35830|IATTC-13765|IMO-8653554|IOTC-830|WCPFC-141,412695690,XINSHIJI85,BZVY7,8653554,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35830|IATTC-13765|IMO-8653554|IOTC-830|WCPFC-141,412695690,XINSHIJI85,BZVY7,8653554,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35830|IATTC-13765|IMO-8653554|IOTC-830|WCPFC-141,412695690,XINSHIJI85,BZVY7,8653554,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35831|IATTC-13767|IMO-8653566|IOTC-829|WCPFC-142,412695710,XINSHIJI86,BZVY8,8653566,CHN,2012-01-01 00:00:00 UTC,2012-08-17 00:00:00 UTC,FFA
FFA-35831|IATTC-13767|IMO-8653566|IOTC-829|WCPFC-142,412695710,XINSHIJI86,BZVY8,8653566,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35831|IATTC-13767|IMO-8653566|IOTC-829|WCPFC-142,412695710,XINSHIJI86,BZVY8,8653566,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35831|IATTC-13767|IMO-8653566|IOTC-829|WCPFC-142,412695710,XINSHIJI86,BZVY8,8653566,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35832|IATTC-13622|IMO-9386835|WCPFC-4526,416176700,YINGRONG638,BI2578,9386835,TWN,2012-01-01 00:00:00 UTC,2016-08-29 00:00:00 UTC,FFA
FFA-35832|IATTC-13622|IMO-9386835|WCPFC-4526,416176700,YINGRONG638,BI2578,9386835,TWN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35832|IATTC-13622|IMO-9386835|WCPFC-4526,416176700,YINGRONG638,BI2578,9386835,TWN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35833|IMO-8780620|TWN-CT4-2980|WCPFC-9086,416229900,DERHAE2,BJ4980,8780620,TWN,2012-01-01 00:00:00 UTC,2012-07-16 00:00:00 UTC,FFA
FFA-35833|IMO-8780620|TWN-CT4-2980|WCPFC-9086,416229900,DERHAE2,BJ4980,8780620,TWN,2017-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35833|IMO-8780620|TWN-CT4-2980|WCPFC-9086,416229900,DERHAE2,BJ4980,8780620,TWN,2012-01-01 00:00:00 UTC,2020-03-04 00:39:56 UTC,WCPFC
FFA-35834|IMO-8648494|WCPFC-9386,532735000,QUEENELLICE,T2FA3,8648494,TUV,2021-04-14 00:00:00 UTC,2022-07-01 00:00:00 UTC,FFA
FFA-35834|IMO-8648494|WCPFC-9386,572735000,QUEENELLICE,T2FA3,8648494,TUV,2021-04-14 00:00:00 UTC,2022-07-01 00:00:00 UTC,FFA
FFA-35834|IMO-8648494|WCPFC-9386,532735000,QUEENELLICE,T2FA3,8648494,TUV,2016-07-05 21:40:28 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35834|IMO-8648494|WCPFC-9386,572735000,QUEENELLICE,T2FA3,8648494,TUV,2016-07-05 21:40:28 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35836|ICCAT-AT000PAN00325|IMO-8420763|PAN-41927-10-B|WCPFC-9477,357020000,TIARA108,3FQH9,8420763,PAN,2012-01-01 00:00:00 UTC,2018-04-28 00:00:00 UTC,FFA
FFA-35836|ICCAT-AT000PAN00325|IMO-8420763|PAN-41927-10-B|WCPFC-9477,357020000,TIARA108,3FQH9,8420763,PAN,2019-03-08 00:00:00 UTC,2022-07-01 00:00:00 UTC,FFA
FFA-35836|ICCAT-AT000PAN00325|IMO-8420763|PAN-41927-10-B|WCPFC-9477,357020000,TIARA108,3FQH9,8420763,PAN,2021-10-06 00:00:00 UTC,2022-04-01 00:00:00 UTC,ICCAT
FFA-35836|ICCAT-AT000PAN00325|IMO-8420763|PAN-41927-10-B|WCPFC-9477,357020000,TIARA108,3FQH9,8420763,PAN,2022-07-09 00:00:00 UTC,2022-07-01 00:00:00 UTC,ICCAT
FFA-35836|ICCAT-AT000PAN00325|IMO-8420763|PAN-41927-10-B|WCPFC-9477,357020000,TIARA108,3FQH9,8420763,PAN,2021-10-06 00:00:00 UTC,2022-06-01 00:00:00 UTC,SPRFMO
FFA-35836|ICCAT-AT000PAN00325|IMO-8420763|PAN-41927-10-B|WCPFC-9477,357020000,TIARA108,3FQH9,8420763,PAN,2012-01-01 00:00:00 UTC,2022-06-01 00:00:00 UTC,WCPFC
FFA-35837|IMO-8303903|WCPFC-9207,357642000,FRIOSPAIN,HOYR,8303903,PAN,2012-01-01 00:00:00 UTC,2013-06-06 00:00:00 UTC,FFA
FFA-35837|IMO-8303903|WCPFC-9207,357642000,FRIOSPAIN,HOYR,8303903,PAN,2012-01-01 00:00:00 UTC,2013-03-13 06:29:06 UTC,WCPFC
FFA-35839|IMO-8919441|WCPFC-9321,538060015,LOJET,V7RB4,8919441,MHL,2012-01-01 00:00:00 UTC,2018-04-28 00:00:00 UTC,FFA
FFA-35839|IMO-8919441|WCPFC-9321,538060015,LOJET,V7RB4,8919441,MHL,2019-01-07 00:00:00 UTC,2022-03-01 00:00:00 UTC,FFA
FFA-35839|IMO-8919441|WCPFC-9321,538060015,LOJET,V7RB4,8919441,MHL,2012-01-01 00:00:00 UTC,2022-04-01 00:00:00 UTC,WCPFC
FFA-35841|IATTC-13629|IMO-8947369|WCPFC-9326,416119800,CHINCHANGWEN,BI2562,8947369,TWN,2012-01-01 00:00:00 UTC,2017-03-16 00:00:00 UTC,FFA
FFA-35841|IATTC-13629|IMO-8947369|WCPFC-9326,416119800,CHINJINNYI,BI2562,8947369,TWN,2021-11-13 00:00:00 UTC,2022-07-01 00:00:00 UTC,FFA
FFA-35841|IATTC-13629|IMO-8947369|WCPFC-9326,416119800,CHINCHANGWEN,BI2562,8947369,TWN,2019-05-01 00:00:00 UTC,2021-10-01 00:00:00 UTC,IATTC
FFA-35841|IATTC-13629|IMO-8947369|WCPFC-9326,416119800,CHINJINNYI,BI2562,8947369,TWN,2021-11-01 00:00:00 UTC,2021-12-01 00:00:00 UTC,IATTC
FFA-35841|IATTC-13629|IMO-8947369|WCPFC-9326,416119800,CHINCHANGWEN,BI2562,8947369,TWN,2012-01-01 00:00:00 UTC,2021-10-01 00:00:00 UTC,WCPFC
FFA-35841|IATTC-13629|IMO-8947369|WCPFC-9326,416119800,CHINJINNYI,BI2562,8947369,TWN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
FFA-35842|IATTC-13640|IMO-8430469|TWN-CT7-0265|WCPFC-9328,416010900,CHINYONGMING,BI2265,8430469,TWN,2012-01-01 00:00:00 UTC,2016-02-23 00:00:00 UTC,FFA
FFA-35842|IATTC-13640|IMO-8430469|TWN-CT7-0265|WCPFC-9328,416010900,CHINYONGMING,BI2265,8430469,TWN,2019-05-01 00:00:00 UTC,2020-05-01 00:00:00 UTC,IATTC
FFA-35842|IATTC-13640|IMO-8430469|TWN-CT7-0265|WCPFC-9328,416010900,CHINYONGMING,BI2265,8430469,TWN,2020-04-27 00:00:00 UTC,2022-05-01 00:00:00 UTC,IOTC
FFA-35842|IATTC-13640|IMO-8430469|TWN-CT7-0265|WCPFC-9328,416010900,CHINYONGMING,BI2265,8430469,TWN,2012-01-01 00:00:00 UTC,2020-05-01 05:45:48 UTC,WCPFC
FFA-35843|IATTC-5371|IMO-9067013|IOTC-1514|WCPFC-4598,412320012,TAIHONG1,BZZO4,9067013,CHN,2012-01-01 00:00:00 UTC,2014-04-29 00:00:00 UTC,FFA
FFA-35843|IATTC-5371|IMO-9067013|IOTC-1514|WCPFC-4598,412320012,TAIHONG1,BZZO4,9067013,CHN,2019-05-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IATTC
FFA-35843|IATTC-5371|IMO-9067013|IOTC-1514|WCPFC-4598,412320012,TAIHONG1,BZZO4,9067013,CHN,2014-03-11 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
FFA-35843|IATTC-5371|IMO-9067013|IOTC-1514|WCPFC-4598,412320012,TAIHONG1,BZZO4,9067013,CHN,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
